tns_index,epoch,length_tns,pkt_type,len_mode,frame_numbers,conn_id,direction,src_ip,src_port,dst_ip,dst_port,canon_a_ip,canon_a_port,canon_b_ip,canon_b_port,pdu_index_in_conn,delta_t_in_conn,conn_len,direction_num
500,1742830315.059941,516,6,len4,1489,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1007,0.004793167114257813,5474,1.0
3180,1742830315.06883,402,6,len4,1492,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1010,6.794929504394531e-05,5474,0.0
504,1742830315.087763,455,6,len4,1499,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1015,0.007409095764160156,5474,1.0
506,1742830315.149317,183,6,len4,1505,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1019,0.026607990264892575,5474,1.0
3186,1742830315.17062,299,6,len4,1509,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1022,0.0001468658447265625,5474,0.0
509,1742830315.178125,164,6,len4,1512,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1025,0.0031108856201171875,5474,1.0
3191,1742830315.188675,961,6,len4,1525,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1032,0.0003948211669921875,5474,0.0
3194,1742830315.21749,286,6,len4,1537,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1038,0.000225067138671875,5474,0.0
3200,1742830315.249274,166,6,len4,1549,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1050,7.700920104980469e-05,5474,0.0
522,1742830315.2497098,526,6,len4,1550,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1051,0.0004360675811767578,5474,1.0
3205,1742830315.2622461,217,6,len4,1559,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1060,7.200241088867188e-05,5474,0.0
542,1742830315.312047,170,6,len4,1597,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1091,0.0014109611511230467,5474,1.0
543,1742830315.316585,577,6,len4,1599,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1093,0.004454135894775391,5474,1.0
549,1742830315.342307,842,6,len4,1617,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1105,0.0009570121765136721,5474,1.0
554,1742830315.668881,619,6,len4,1635,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1115,0.14635992050170898,5474,1.0
560,1742830315.702576,675,6,len4,1663,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1129,0.007982015609741211,5474,1.0
570,1742830315.7621222,1267,6,len4,1691,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1149,0.005424022674560547,5474,1.0
572,1742830315.775769,849,6,len4,1697,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1153,0.007904052734375,5474,1.0
3254,1742830315.777167,107,6,len4,1700,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1156,5.602836608886719e-05,5474,0.0
3255,1742830315.785016,3029,6,len4,"1702,1703,1704",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1158,0.0008549690246582031,5474,0.0
3257,1742830316.070781,2016,6,len4,"1709,1710",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1162,5.698204040527344e-05,5474,0.0
587,1742830316.196398,579,6,len4,1735,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1183,0.05931997299194336,5474,1.0
3271,1742830316.227342,431,6,len4,1746,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1190,0.00022077560424804688,5474,0.0
593,1742830316.257426,151,6,len4,1751,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1195,0.008322954177856445,5474,1.0
3277,1742830316.283224,107,6,len4,1760,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1202,7.104873657226562e-05,5474,0.0
3282,1742830316.3346279,181,6,len4,1772,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1212,3.719329833984375e-05,5474,0.0
609,1742830316.369191,21,6,len4,1801,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1227,0.00019884109497070312,5474,1.0
3290,1742830316.369237,2970,6,len4,"1802,1803,1804",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1228,4.601478576660156e-05,5474,0.0
3299,1742830316.418544,181,6,len4,1829,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1246,8.0108642578125e-05,5474,0.0
3303,1742830316.452545,181,6,len4,1837,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1254,0.00010395050048828124,5474,0.0
3309,1742830316.497658,183,6,len4,1849,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1266,4.100799560546875e-05,5474,0.0
629,1742830316.506346,151,6,len4,1850,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1267,0.008687973022460938,5474,1.0
631,1742830316.5199358,2449,6,len4,"1854,1855",10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1271,0.005041122436523438,5474,1.0
3314,1742830316.530632,183,6,len4,1861,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1276,9.79900360107422e-05,5474,0.0
3315,1742830316.541283,698,6,len4,1863,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1278,0.00010085105895996094,5474,0.0
650,1742830317.811305,569,6,len4,1900,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1309,0.003457069396972656,5474,1.0
651,1742830317.814356,170,6,len4,1902,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1311,0.002843141555786133,5474,1.0
3336,1742830317.845797,447,6,len4,1911,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1320,0.0002319812774658203,5474,0.0
663,1742830317.907475,170,6,len4,1926,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1335,0.007916927337646484,5474,1.0
666,1742830317.925158,185,6,len4,1932,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1341,0.0013110637664794922,5474,1.0
690,1742830322.2659118,1498,6,len4,"1999,2000",10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1389,1.0915200710296629,5474,1.0
3372,1742830322.288236,3909,6,len4,"2006,2007,2008",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1392,0.000476837158203125,5474,0.0
701,1742830322.626026,151,6,len4,2036,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1411,0.010890960693359377,5474,1.0
3383,1742830322.652093,318,6,len4,2040,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1414,0.00011301040649414062,5474,0.0
707,1742830322.7475429,670,6,len4,2057,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1423,0.0190122127532959,5474,1.0
710,1742830324.286193,183,6,len4,2066,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1429,1.5105769634246826,5474,1.0
3394,1742830324.339407,1055,6,len4,2073,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1436,0.0002639293670654297,5474,0.0
3398,1742830324.40391,364,6,len4,2083,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1444,0.00021791458129882807,5474,0.0
722,1742830324.453622,466,6,len4,2097,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1453,0.008176088333129883,5474,1.0
726,1742830324.490294,564,6,len4,2107,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1461,0.009968996047973631,5474,1.0
727,1742830324.499598,714,6,len4,2109,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1463,0.009123086929321287,5474,1.0
3414,1742830324.542417,161,6,len4,2127,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1476,4.0531158447265625e-06,5474,0.0
739,1742830324.542894,21,6,len4,2138,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1487,7.796287536621094e-05,5474,1.0
740,1742830324.542923,21,6,len4,2140,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1489,5.960464477539064e-06,5474,1.0
741,1742830324.54299,21,6,len4,2142,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1491,5.698204040527344e-05,5474,1.0
744,1742830324.560608,163,6,len4,2148,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1497,0.008484840393066406,5474,1.0
3425,1742830324.5607722,331,6,len4,2149,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1498,0.000164031982421875,5474,0.0
755,1742830324.7044199,151,6,len4,2171,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1519,0.019636154174804688,5474,1.0
3438,1742830325.805779,684,6,len4,2178,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1524,0.0003199577331542969,5474,0.0
3442,1742830325.914582,107,6,len4,2192,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1532,9.703636169433594e-05,5474,0.0
763,1742830326.061551,166,6,len4,2197,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1535,0.07204699516296388,5474,1.0
765,1742830326.211575,166,6,len4,2203,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1539,0.07315707206726074,5474,1.0
770,1742830326.470983,164,6,len4,2218,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1549,0.035104036331176765,5474,1.0
3452,1742830326.493788,135,6,len4,2222,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1552,9.703636169433594e-05,5474,0.0
777,1742830326.609457,566,6,len4,2237,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1563,0.018429994583129883,5474,1.0
778,1742830326.630287,879,6,len4,2240,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1565,0.020493030548095703,5474,1.0
3460,1742830326.649124,1469,6,len4,"2245,2246",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1568,0.0005300045013427733,5474,0.0
3463,1742830326.6823359,457,6,len4,2255,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1574,0.00019216537475585935,5474,0.0
784,1742830326.6863608,677,6,len4,2258,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1577,0.003242015838623047,5474,1.0
3474,1742830326.766362,948,6,len4,2285,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1596,0.0007469654083251952,5474,0.0
3485,1742830326.881355,442,6,len4,2326,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1618,0.00010609626770019533,5474,0.0
806,1742830326.902538,531,6,len4,2329,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1621,0.009372949600219728,5474,1.0
3487,1742830326.902792,480,6,len4,2330,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1622,0.00025391578674316406,5474,0.0
808,1742830326.912116,835,6,len4,2335,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1625,0.0016760826110839846,5474,1.0
3489,1742830326.912394,1118,6,len4,2336,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1626,0.00027799606323242193,5474,0.0
810,1742830326.928183,561,6,len4,2339,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1629,0.007791042327880859,5474,1.0
812,1742830326.939458,576,6,len4,2350,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1633,0.003201007843017578,5474,1.0
817,1742830326.970968,21,6,len4,2366,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1643,0.0003590583801269531,5474,1.0
819,1742830326.9870222,853,6,len4,2373,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1647,0.004739999771118164,5474,1.0
3509,1742830327.049323,107,6,len4,2401,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1665,9.012222290039062e-05,5474,0.0
841,1742830327.148613,2468,6,len4,"2437,2438",10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1693,0.009383916854858398,5474,1.0
856,1742830327.228714,566,6,len4,2479,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1723,0.00863504409790039,5474,1.0
858,1742830327.237184,8111,6,len4,"2487,2488,2489,2490,2491,2492",10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1726,2.5033950805664066e-05,5474,1.0
862,1742830327.245675,566,6,len4,2507,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1733,0.005452156066894531,5474,1.0
3543,1742830327.245865,330,6,len4,2508,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1734,0.0001900196075439453,5474,0.0
3547,1742830327.262682,330,6,len4,2516,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1742,0.0001659393310546875,5474,0.0
867,1742830327.269108,449,6,len4,2517,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1743,0.006426095962524414,5474,1.0
872,1742830327.287625,560,6,len4,2536,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1754,0.0075531005859375,5474,1.0
3555,1742830327.2885349,447,6,len4,2539,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1757,0.00020122528076171875,5474,0.0
874,1742830327.3099382,563,6,len4,2540,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1758,0.021402835845947262,5474,1.0
3560,1742830327.330496,460,6,len4,2550,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1767,0.00017905235290527344,5474,0.0
879,1742830327.332223,553,6,len4,2551,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1768,0.0017268657684326172,5474,1.0
3569,1742830327.3543391,447,6,len4,2575,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1785,0.00031280517578125,5474,0.0
3573,1742830327.378906,329,6,len4,2587,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1793,0.0001709461212158203,5474,0.0
898,1742830327.412587,1523,6,len4,"2600,2601",10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1806,0.0004019737243652344,5474,1.0
904,1742830327.4587,489,6,len4,2616,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1818,0.011394023895263672,5474,1.0
919,1742830327.761844,1498,6,len4,"2662,2663",10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1848,0.0484459400177002,5474,1.0
923,1742830327.803552,183,6,len4,2678,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1856,0.009385824203491213,5474,1.0
3613,1742830328.985615,520,6,len4,2701,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1873,0.00023698806762695312,5474,0.0
3617,1742830329.205586,2016,6,len4,"2712,2713",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,1881,0.0002288818359375,5474,0.0
938,1742830329.208008,246,6,len4,2719,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,1886,0.00015616416931152344,5474,1.0
950,1742830329.482932,531,6,len4,3435,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2030,0.019703149795532227,5474,1.0
954,1742830329.539155,849,6,len4,3447,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2038,0.018034934997558597,5474,1.0
3764,1742830329.657469,2016,6,len4,"3474,3475",10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2055,7.796287536621094e-05,5474,0.0
965,1742830329.720578,557,6,len4,3484,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2060,0.018327951431274414,5474,1.0
972,1742830330.522202,752,6,len4,3507,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2074,0.009293079376220705,5474,1.0
3775,1742830330.6761189,302,6,len4,3511,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2077,0.0003299713134765625,5474,0.0
3779,1742830330.885562,750,6,len4,3527,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2084,0.001859903335571289,5474,0.0
3786,1742830331.001386,297,6,len4,3549,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2098,0.0002000331878662109,5474,0.0
987,1742830331.037864,576,6,len4,3556,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2105,0.009598970413208008,5474,1.0
990,1742830331.055157,170,6,len4,3562,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2111,0.007509946823120117,5474,1.0
3793,1742830331.0552402,158,6,len4,3563,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2112,8.296966552734375e-05,5474,0.0
3794,1742830331.063261,351,6,len4,3565,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2114,8.702278137207031e-05,5474,0.0
3797,1742830331.085855,447,6,len4,3573,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2120,0.0002000331878662109,5474,0.0
3803,1742830331.176284,337,6,len4,3590,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2132,3.600120544433594e-05,5474,0.0
3806,1742830331.204911,447,6,len4,3596,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2138,0.0002288818359375,5474,0.0
1010,1742830331.269868,151,6,len4,3611,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2151,0.009550809860229492,5474,1.0
1015,1742830331.316206,615,6,len4,3621,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2161,0.009238958358764648,5474,1.0
1017,1742830331.334399,615,6,len4,3628,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2165,0.007009029388427734,5474,1.0
1024,1742830331.518002,598,6,len4,3649,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2179,0.01904010772705078,5474,1.0
1027,1742830331.601463,579,6,len4,3659,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2185,0.06147909164428711,5474,1.0
3832,1742830332.146942,134,6,len4,3666,10.116.192.4:1527<->10.116.55.127:55036,fwd,10.116.192.4,1527,10.116.55.127,55036,10.116.192.4,1527,10.116.55.127,55036,2190,6.890296936035156e-05,5474,0.0
1036,1742830333.255658,164,6,len4,3686,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2203,0.0364220142364502,5474,1.0
1039,1742830340.708859,664,6,len4,3693,10.116.192.4:1527<->10.116.55.127:55036,rev,10.116.55.127,55036,10.116.192.4,1527,10.116.192.4,1527,10.116.55.127,55036,2209,0.00026106834411621094,5474,1.0
