score,label
0.2,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.19999999,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.19999997,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.20000002,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.19999997,0.0
0.2,0.0
0.2,0.0
0.2,1.0
0.2,1.0
0.2,1.0
0.2,1.0
0.20000002,1.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.19999999,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.20000002,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.20000002,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.19999999,0.0
0.19999999,0.0
0.19999997,0.0
0.20000002,0.0
0.2,0.0
0.19999997,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999997,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.20000002,0.0
0.20000002,0.0
0.2,0.0
0.19999999,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.20000002,0.0
0.20000002,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.19999999,0.0
0.19999999,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.19999999,0.0
0.19999997,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.19999999,0.0
0.2,1.0
0.19999997,1.0
0.20000002,1.0
0.19999999,1.0
0.2,1.0
0.19999999,1.0
0.19999999,1.0
0.2,1.0
0.19999997,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999997,0.0
0.19999999,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.20000002,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.19999997,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.19999999,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.19999997,0.0
0.2,0.0
0.19999999,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999997,0.0
0.2,0.0
0.19999999,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,1.0
0.2,1.0
0.2,1.0
0.2,1.0
0.2,1.0
0.19999997,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.19999999,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.19999997,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,1.0
0.20000002,1.0
0.2,1.0
0.2,1.0
0.2,1.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.20000002,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.20000002,0.0
0.20000002,0.0
0.19999999,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.20000002,0.0
0.19999999,0.0
0.19999999,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.2,1.0
0.19999999,1.0
0.19999999,1.0
0.19999999,1.0
0.2,1.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999997,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999997,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.20000002,0.0
0.2,0.0
0.19999997,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999997,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.20000002,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.20000002,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.19999997,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.19999999,0.0
0.20000002,0.0
0.2,0.0
0.19999999,0.0
