score,label
0.20000002,0.0
0.19999999,0.0
0.2,0.0
0.19999999,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.2,0.0
0.19999999,0.0
0.19999999,0.0
