anomaly_packet_idx,window_idx,window_score,global_percentile_approx,window_pkt_idx,rank_within_this_anomaly_packet
53,53,0.2012314647436142,90.93959731543623,53 54 55 56 57,1
53,52,0.20116154849529266,88.59060402684564,52 53 54 55 56,2
53,49,0.2010214775800705,83.55704697986577,49 50 51 52 53,3
53,51,0.2008409947156906,73.15436241610739,51 52 53 54 55,4
53,50,0.20078198611736298,68.6241610738255,50 51 52 53 54,5
259,257,0.20098546147346497,81.87919463087249,257 258 259 260 261,1
259,255,0.2009192705154419,78.69127516778524,255 256 257 258 259,2
259,256,0.2008238434791565,71.81208053691275,256 257 258 259 260,3
259,259,0.20070378482341766,63.25503355704698,259 260 261 262 263,4
259,258,0.20053263008594513,44.63087248322148,258 259 260 261 262,5
262,261,0.20083840191364288,72.81879194630872,261 262 263 264 265,1
262,260,0.20075756311416626,67.11409395973155,260 261 262 263 264,2
262,259,0.20070378482341766,63.25503355704698,259 260 261 262 263,3
262,262,0.20066961646080017,59.56375838926174,262 263 264 265 266,4
262,258,0.20053263008594513,44.63087248322148,258 259 260 261 262,5
390,389,0.20034682750701904,30.201342281879196,389 390 391 392 393,1
390,387,0.20024655759334564,15.268456375838927,387 388 389 390 391,2
390,386,0.20018069446086884,12.080536912751679,386 387 388 389 390,3
390,388,0.20013180375099182,11.073825503355705,388 389 390 391 392,4
390,390,0.20012697577476501,10.906040268456376,390 391 392 393 394,5
461,457,0.2003321647644043,28.691275167785236,457 458 459 460 461,1
461,461,0.20031501352787018,26.174496644295303,461 462 463 464 465,2
461,459,0.2002245932817459,14.261744966442953,459 460 461 462 463,3
461,460,0.2000708132982254,8.221476510067115,460 461 462 463 464,4
461,458,0.20002198219299316,0.6711409395973155,458 459 460 461 462,5
515,515,0.2004861980676651,39.76510067114094,515 516 517 518 519,1
515,514,0.20037616789340973,32.88590604026846,514 515 516 517 518,2
515,513,0.2002245932817459,14.261744966442953,513 514 515 516 517,3
515,512,0.2001635879278183,11.74496644295302,512 513 514 515 516,4
515,511,0.20012207329273224,10.738255033557047,511 512 513 514 515,5
